ActionType,ActionDate,AssistanceType,RecordType,FAIN,AwardModificationAmendmentNumber,URI,CorrectionDeleteIndicator,SAI_Number,AwardeeOrRecipientLegalEntityName,AwardeeOrRecipientUniqueIdentifier,LegalEntityAddressLine1,LegalEntityAddressLine2,LegalEntityZIP5,LegalEntityZIPLast4,LegalEntityCongressionalDistrict,LegalEntityCountryCode,LegalEntityForeignCityName,LegalEntityForeignProvinceName,LegalEntityForeignPostalCode,BusinessTypes,FundingSubTierAgencyCode,FundingOfficeCode,AwardingSubTierAgencyCode,AwardingOfficeCode,CFDA_Number,PrimaryPlaceOfPerformanceCode,PrimaryPlaceOfPerformanceCountryCode,PrimaryPlaceOfPerformanceZIP+4,PrimaryPlaceOfPerformanceForeignLocationDescription,PrimaryPlaceOfPerformanceCongressionalDistrict,AwardDescription,PeriodOfPerformanceStartDate,PeriodOfPerformanceCurrentEndDate,FederalActionObligation,NonFederalFundingAmount,FaceValueLoanGuarantee,OriginalLoanSubsidyCost,BusinessFundsIndicator
,20190228,10,1,  ,,6402820190200126,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,ND**011,USA,,,00,CH33,,,0000005362,,,,NON
,20190228,10,1,  ,,6402820190200127,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,VT**011,USA,,,00,CH33,,,0000207357,,,,NON
,20190228,10,1,  ,,6402820190200128,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,AZ**012,USA,,,04,CH33,,,0000023909,,,,NON
,20190228,10,1,  ,,6402820190200129,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,WI**067,USA,,,07,CH33,,,0000005400,,,,NON
,20190228,10,1,  ,,6402820190200130,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,AR**069,USA,,,90,CH33,,,0000168818,,,,NON
,20190228,10,1,  ,,6402820190200131,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MN**069,USA,,,07,CH33,,,0000004329,,,,NON
,20190228,10,1,  ,,6402820190200132,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NE**069,USA,,,03,CH33,,,0000000860,,,,NON
,20190228,10,1,  ,,6402820190200133,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,OH**069,USA,,,05,CH33,,,0000038047,,,,NON
,20190228,10,1,  ,,6402820190200134,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,PA**069,USA,,,90,CH33,,,0000483457,,,,NON
,20190228,10,1,  ,,6402820190200135,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,SC**069,USA,,,07,CH33,,,0000020809,,,,NON
,20190228,10,1,  ,,6402820190200136,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MI**071,USA,,,01,CH33,,,0000012566,,,,NON
,20190228,10,1,  ,,6402820190200137,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NC**071,USA,,,10,CH33,,,0000410324,,,,NON
,20190228,10,1,  ,,6402820190200138,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,OH**071,USA,,,02,CH33,,,0000111356,,,,NON
,20190228,10,1,  ,,6402820190200139,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KS**157,USA,,,01,CH33,,,0000004865,,,,NON
,20190228,10,1,  ,,6402820190200140,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KY**157,USA,,,01,CH33,,,0000018194,,,,NON
,20190228,10,1,  ,,6402820190200141,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,OH**157,USA,,,90,CH33,,,0000115024,,,,NON
,20190228,10,1,  ,,6402820190200142,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TN**157,USA,,,90,CH33,,,0002289028,,,,NON
,20190228,10,1,  ,,6402820190200143,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NC**159,USA,,,90,CH33,,,0000172490,,,,NON
,20190228,10,1,  ,,6402820190200144,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,VA**159,USA,,,01,CH33,,,0000002163,,,,NON
,20190228,10,1,  ,,6402820190200145,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IN**161,USA,,,06,CH33,,,0000002361,,,,NON
,20190228,10,1,  ,,6402820190200146,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MI**161,USA,,,90,CH33,,,0001058364,,,,NON
,20190228,10,1,  ,,6402820190200147,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IA**163,USA,,,02,CH33,,,0000645371,,,,NON
,20190228,10,1,  ,,6402820190200148,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,AK**164,USA,,,00,CH33,,,0000018750,,,,NON
,20190228,10,1,  ,,6402820190200149,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MD**013,USA,,,90,CH33,,,0000622712,,,,NON
,20190228,10,1,  ,,6402820190200150,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MS**013,USA,,,01,CH33,,,0000010159,,,,NON
,20190228,10,1,  ,,6402820190200151,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NV**013,USA,,,02,CH33,,,0000035739,,,,NON
,20190228,10,1,  ,,6402820190200152,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TN**013,USA,,,90,CH33,,,0000036046,,,,NON
,20190228,10,1,  ,,6402820190200153,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,VT**013,USA,,,00,CH33,,,0000016995,,,,NON
,20190228,10,1,  ,,6402820190200154,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,WA**013,USA,,,05,CH33,,,0000004440,,,,NON
,20190228,10,1,  ,,6402820190200155,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,AL**015,USA,,,03,CH33,,,0000312063,,,,NON
,20190228,10,1,  ,,6402820190200156,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,CT**015,USA,,,02,CH33,,,0000333930,,,,NON
,20190228,10,1,  ,,6402820190200157,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IN**015,USA,,,04,CH33,,,0000019772,,,,NON
,20190228,10,1,  ,,6402820190200158,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MD**015,USA,,,01,CH33,,,0000427739,,,,NON
,20190228,10,1,  ,,6402820190200159,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MI**015,USA,,,03,CH33,,,0000108504,,,,NON
,20190228,10,1,  ,,6402820190200160,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,WA**071,USA,,,90,CH33,,,0000112548,,,,NON
,20190228,10,1,  ,,6402820190200161,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,GA**073,USA,,,90,CH33,,,0003490893,,,,NON
,20190228,10,1,  ,,6402820190200162,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KS**073,USA,,,04,CH33,,,0000003782,,,,NON
,20190228,10,1,  ,,6402820190200163,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KY**073,USA,,,06,CH33,,,0000077682,,,,NON
,20190228,10,1,  ,,6402820190200164,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MN**073,USA,,,07,CH33,,,0000010517,,,,NON
,20190228,10,1,  ,,6402820190200165,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,VA**073,USA,,,01,CH33,,,0000398178,,,,NON
,20190228,10,1,  ,,6402820190200166,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,WV**073,USA,,,01,CH33,,,0000008439,,,,NON
,20190228,10,1,  ,,6402820190200167,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,WI**073,USA,,,07,CH33,,,0000208988,,,,NON
,20190228,10,1,  ,,6402820190200168,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,CO**075,USA,,,04,CH33,,,0000023369,,,,NON
,20190228,10,1,  ,,6402820190200169,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,GA**075,USA,,,08,CH33,,,0000010814,,,,NON
,20190228,10,1,  ,,6402820190200170,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,ID**075,USA,,,01,CH33,,,0000042082,,,,NON
,20190228,10,1,  ,,6402820190200171,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IN**075,USA,,,03,CH33,,,0000006387,,,,NON
,20190228,10,1,  ,,6402820190200172,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NY**075,USA,,,90,CH33,,,0000321921,,,,NON
,20190228,10,1,  ,,6402820190200173,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,WA**075,USA,,,05,CH33,,,0000322116,,,,NON
,20190228,10,1,  ,,6402820190200174,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,WV**075,USA,,,03,CH33,,,0000003389,,,,NON
,20190228,10,1,  ,,6402820190200175,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MN**165,USA,,,01,CH33,,,0000014156,,,,NON
,20190228,10,1,  ,,6402820190200176,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NC**165,USA,,,09,CH33,,,0000048928,,,,NON
,20190228,10,1,  ,,6402820190200177,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MN**167,USA,,,07,CH33,,,0000004876,,,,NON
,20190228,10,1,  ,,6402820190200178,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IL**169,USA,,,18,CH33,,,0000022242,,,,NON
,20190228,10,1,  ,,6402820190200179,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**169,USA,,,19,CH33,,,0000020365,,,,NON
,20190228,10,1,  ,,6402820190200180,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NE**173,USA,,,01,CH33,,,0000001221,,,,NON
,20190228,10,1,  ,,6402820190200181,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IL**175,USA,,,90,CH33,,,0000014882,,,,NON
,20190228,10,1,  ,,6402820190200182,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KY**175,USA,,,05,CH33,,,0000003966,,,,NON
,20190228,10,1,  ,,6402820190200183,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NV**015,USA,,,02,CH33,,,0000027101,,,,NON
,20190228,10,1,  ,,6402820190200184,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,ND**015,USA,,,00,CH33,,,0000327370,,,,NON
,20190228,10,1,  ,,6402820190200185,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,AK**016,USA,,,00,CH33,,,0000007310,,,,NON
,20190228,10,1,  ,,6402820190200186,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,FL**017,USA,,,11,CH33,,,0000357075,,,,NON
,20190228,10,1,  ,,6402820190200187,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MO**017,USA,,,08,CH33,,,0000002653,,,,NON
,20190228,10,1,  ,,6402820190200188,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NJ**017,USA,,,90,CH33,,,0001569810,,,,NON
,20190228,10,1,  ,,6402820190200189,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NM**017,USA,,,02,CH33,,,0000042496,,,,NON
,20190228,10,1,  ,,6402820190200190,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TN**017,USA,,,08,CH33,,,0000042468,,,,NON
,20190228,10,1,  ,,6402820190200191,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IL**077,USA,,,12,CH33,,,0000247085,,,,NON
,20190228,10,1,  ,,6402820190200192,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IN**077,USA,,,06,CH33,,,0000031134,,,,NON
,20190228,10,1,  ,,6402820190200193,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MN**077,USA,,,07,CH33,,,0000005932,,,,NON
,20190228,10,1,  ,,6402820190200194,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,PA**077,USA,,,15,CH33,,,0000527248,,,,NON
,20190228,10,1,  ,,6402820190200195,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,SC**077,USA,,,03,CH33,,,0000726524,,,,NON
,20190228,10,1,  ,,6402820190200196,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NC**079,USA,,,03,CH33,,,0000017173,,,,NON
,20190228,10,1,  ,,6402820190200197,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,OK**079,USA,,,02,CH33,,,0000053052,,,,NON
,20190228,10,1,  ,,6402820190200198,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,SD**079,USA,,,00,CH33,,,0000035230,,,,NON
,20190228,10,1,  ,,6402820190200199,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,CA**081,USA,,,90,CH33,,,0002027979,,,,NON
,20190228,10,1,  ,,6402820190200200,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,ID**081,USA,,,02,CH33,,,0000001787,,,,NON
,20190228,10,1,  ,,6402820190200201,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,VA**175,USA,,,04,CH33,,,0000043547,,,,NON
,20190228,10,1,  ,,6402820190200202,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MO**185,USA,,,04,CH33,,,0000007486,,,,NON
,20190228,10,1,  ,,6402820190200203,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,ME**019,USA,,,02,CH33,,,0000975133,,,,NON
,20190228,10,1,  ,,6402820190200204,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MD**019,USA,,,01,CH33,,,0000018202,,,,NON
,20190228,10,1,  ,,6402820190200205,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,ND**019,USA,,,00,CH33,,,0000001344,,,,NON
,20190228,10,1,  ,,6402820190200206,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,UT**019,USA,,,03,CH33,,,0000000701,,,,NON
,20190228,10,1,  ,,6402820190200207,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,AZ**021,USA,,,90,CH33,,,0001204571,,,,NON
,20190228,10,1,  ,,6402820190200208,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MO**081,USA,,,06,CH33,,,0000011770,,,,NON
,20190228,10,1,  ,,6402820190200209,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,OH**081,USA,,,06,CH33,,,0000132898,,,,NON
,20190228,10,1,  ,,6402820190200210,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,ID**083,USA,,,02,CH33,,,0000176694,,,,NON
,20190228,10,1,  ,,6402820190200211,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KY**083,USA,,,01,CH33,,,0000022051,,,,NON
,20190228,10,1,  ,,6402820190200212,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MN**083,USA,,,07,CH33,,,0000019236,,,,NON
,20190228,10,1,  ,,6402820190200213,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,OH**083,USA,,,07,CH33,,,0000158995,,,,NON
,20190228,10,1,  ,,6402820190200214,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,WI**083,USA,,,08,CH33,,,0000052065,,,,NON
,20190228,10,1,  ,,6402820190200215,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,CA**085,USA,,,90,CH33,,,0004297305,,,,NON
,20190228,10,1,  ,,6402820190200216,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IL**085,USA,,,17,CH33,,,0000019983,,,,NON
,20190228,10,1,  ,,6402820190200217,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NC**189,USA,,,05,CH33,,,0000393818,,,,NON
,20190228,10,1,  ,,6402820190200218,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IA**191,USA,,,01,CH33,,,0000002785,,,,NON
,20190228,10,1,  ,,6402820190200219,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NC**191,USA,,,07,CH33,,,0000710707,,,,NON
,20190228,10,1,  ,,6402820190200220,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IA**193,USA,,,04,CH33,,,0000217820,,,,NON
,20190228,10,1,  ,,6402820190200221,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IL**195,USA,,,17,CH33,,,0000046152,,,,NON
,20190228,10,1,  ,,6402820190200222,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KS**197,USA,,,01,CH33,,,0000019851,,,,NON
,20190228,10,1,  ,,6402820190200223,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KY**197,USA,,,06,CH33,,,0000009810,,,,NON
,20190228,10,1,  ,,6402820190200224,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IL**199,USA,,,12,CH33,,,0000155735,,,,NON
,20190228,10,1,  ,,6402820190200225,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IL**201,USA,,,90,CH33,,,0000340389,,,,NON
,20190228,10,1,  ,,6402820190200226,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**203,USA,,,01,CH33,,,0000106636,,,,NON
,20190228,10,1,  ,,6402820190200227,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,OK**021,USA,,,02,CH33,,,0000137206,,,,NON
,20190228,10,1,  ,,6402820190200228,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,WI**021,USA,,,06,CH33,,,0000147035,,,,NON
,20190228,10,1,  ,,6402820190200229,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,WY**021,USA,,,00,CH33,,,0000737368,,,,NON
,20190228,10,1,  ,,6402820190200230,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KS**023,USA,,,01,CH33,,,0000002873,,,,NON
,20190228,10,1,  ,,6402820190200231,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KY**023,USA,,,04,CH33,,,0000012854,,,,NON
,20190228,10,1,  ,,6402820190200232,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MA**023,USA,,,90,CH33,,,0002075763,,,,NON
,20190228,10,1,  ,,6402820190200233,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MI**023,USA,,,07,CH33,,,0000043841,,,,NON
,20190228,10,1,  ,,6402820190200234,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NM**023,USA,,,02,CH33,,,0000007623,,,,NON
,20190228,10,1,  ,,6402820190200235,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,GA**025,USA,,,01,CH33,,,0000025290,,,,NON
,20190228,10,1,  ,,6402820190200236,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,FL**087,USA,,,26,CH33,,,0000579805,,,,NON
,20190228,10,1,  ,,6402820190200237,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,GA**087,USA,,,02,CH33,,,0000069947,,,,NON
,20190228,10,1,  ,,6402820190200238,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MS**087,USA,,,01,CH33,,,0000251401,,,,NON
,20190228,10,1,  ,,6402820190200239,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,PA**087,USA,,,10,CH33,,,0000097909,,,,NON
,20190228,10,1,  ,,6402820190200240,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,SC**087,USA,,,05,CH33,,,0000059555,,,,NON
,20190228,10,1,  ,,6402820190200241,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,AL**089,USA,,,05,CH33,,,0002305319,,,,NON
,20190228,10,1,  ,,6402820190200242,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MI**089,USA,,,01,CH33,,,0000019705,,,,NON
,20190228,10,1,  ,,6402820190200243,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MN**089,USA,,,07,CH33,,,0000002277,,,,NON
,20190228,10,1,  ,,6402820190200244,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NY**089,USA,,,21,CH33,,,0000252856,,,,NON
,20190228,10,1,  ,,6402820190200245,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,GA**219,USA,,,10,CH33,,,0000091958,,,,NON
,20190228,10,1,  ,,6402820190200246,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,GA**221,USA,,,10,CH33,,,0000011243,,,,NON
,20190228,10,1,  ,,6402820190200247,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KY**223,USA,,,04,CH33,,,0000007527,,,,NON
,20190228,10,1,  ,,6402820190200248,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MO**229,USA,,,08,CH33,,,0000014393,,,,NON
,20190228,10,1,  ,,6402820190200249,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,GA**237,USA,,,10,CH33,,,0000022432,,,,NON
,20190228,10,1,  ,,6402820190200250,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**239,USA,,,27,CH33,,,0000020215,,,,NON
,20190228,10,1,  ,,6402820190200251,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,GA**247,USA,,,04,CH33,,,0000360373,,,,NON
,20190228,10,1,  ,,6402820190200252,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,GA**249,USA,,,02,CH33,,,0000007362,,,,NON
,20190228,10,1,  ,,6402820190200253,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**255,USA,,,15,CH33,,,0000010267,,,,NON
,20190228,10,1,  ,,6402820190200254,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,GA**263,USA,,,02,CH33,,,0000027257,,,,NON
,20190228,10,1,  ,,6402820190200255,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,ID**009,USA,,,01,CH33,,,0000009561,,,,NON
